CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
311416_351,1,2003-12-01,NOBT,H097218946757,,,Kent,2017
230148_351,2,2008-04-01,BAFR,R036606115451,,,Kent,2017
562430_351,2,2007-05-01,BAFR,E014864715410,,,Kent,2017
599111_351,1,2003-07-01,MWAS,E068988750418,,,Kent,2017
538489_351,1,2007-04-01,WBRI,K059065187814,,,Kent,2017
317738_351,2,2001-08-01,BOTH,J081552305191,,,Kent,2017
294854_351,2,2008-04-01,MWBA,I072641349451,,,Kent,2017
810341_351,2,2008-08-01,BCRB,P056858165481,,,Kent,2017
33881_351,1,2004-03-01,MWBA,V033375200489,,,Kent,2017
554195_351,1,2006-11-01,AOTH,U011864298243,,,Kent,2017
174199_351,1,2004-09-01,REFU,O027368581310,,,Kent,2017
351446_351,2,2002-06-01,BCRB,F067327591840,,,Kent,2017
640422_351,2,2014-12-01,MOTH,T028992952677,,,Kent,2017
120262_351,1,2005-03-01,WBRI,M077738980876,,,Kent,2017
513109_351,2,2008-03-01,MWBC,L037070535354,,,Kent,2017
828047_351,1,2001-12-01,WIRI,A026942160902,,,Kent,2017
417867_351,1,2005-05-01,MWBC,O026205731248,,,Kent,2017
876547_351,2,2009-12-01,REFU,T066545133117,,,Kent,2017
344586_351,1,2006-04-01,MWBA,T007911792353,,,Kent,2017
721125_351,2,2012-06-01,MWBA,E025187589848,,,Kent,2017
206883_351,2,2003-02-01,APKN,X092475862629,,,Kent,2017
39630_351,1,2005-12-01,WOTH,H055174851075,,,Kent,2017
406507_351,2,2011-12-01,NOBT,F003659924833,,,Kent,2017
366391_351,2,2005-08-01,WBRI,R057038710342,,,Kent,2017
542487_351,2,2006-01-01,BAFR,K071482772817,,,Kent,2017
365079_351,1,2010-11-01,REFU,T075035932431,,,Kent,2017
712113_351,2,2002-05-01,MWBC,E071146049335,,,Kent,2017
509411_351,1,2014-08-01,ABAN,F023374764524,,,Kent,2017
242363_351,2,2003-01-01,BCRB,C090324173811,,,Kent,2017
908084_351,2,2014-11-01,WOTH,X066383643603,,,Kent,2017
850417_351,1,2008-04-01,AIND,T017594403015,,,Kent,2017
808910_351,1,2002-11-01,AIND,W016356303493,,,Kent,2017
874483_351,1,2002-07-01,BOTH,M039745620176,,,Kent,2017
306811_351,2,2005-04-01,MWAS,E087046406896,,,Kent,2017
587890_351,2,2002-09-01,CHNE,X020391553327,,,Kent,2017
806849_351,1,2007-10-01,WBRI,T002013792271,,,Kent,2017
379983_351,2,2005-09-01,MWBC,V048060165521,,,Kent,2017
455295_351,2,2006-04-01,MWAS,J064128827754,,,Kent,2017
738930_351,1,2001-12-01,MWAS,B024573327292,,,Kent,2017
398886_351,1,2003-01-01,ABAN,X038456611676,,,Kent,2017
735547_351,1,2007-01-01,OOTH,P086915863938,,,Kent,2017
517505_351,2,2002-04-01,CHNE,S037416833178,,,Kent,2017
796468_351,2,2008-09-01,APKN,R061963261887,,,Kent,2017
466374_351,2,2004-02-01,AOTH,U059215581296,,,Kent,2017
143795_351,2,2014-02-01,AOTH,B087686026026,,,Kent,2017
53342_351,2,2005-06-01,AIND,W079404053712,,,Kent,2017
801245_351,1,2004-05-01,MWBC,L052137107000,,,Kent,2017
75914_351,2,2014-03-01,ABAN,F054448278142,,,Kent,2017
807578_351,1,2008-10-01,WROM,K009402446235,,,Kent,2017
380537_351,1,2003-05-01,OOTH,Y065854137149,,,Kent,2017
962841_351,2,2011-03-01,APKN,S031747153405,,,Kent,2017
836069_351,2,2003-01-01,MWAS,Q041800797239,,,Kent,2017
876570_351,1,2001-06-01,REFU,P048143208302,,,Kent,2017
596495_351,2,2002-03-01,WIRI,T088925452483,,,Kent,2017
699196_351,2,2002-10-01,MWBC,C058575333777,,,Kent,2017
292557_351,2,2014-05-01,BOTH,P045791779541,,,Kent,2017
225376_351,2,2005-09-01,MWAS,F067166610689,,,Kent,2017
174366_351,2,2005-02-01,AIND,E032608919829,,,Kent,2017
846385_351,2,2007-04-01,WROM,X073470045036,,,Kent,2017
389447_351,2,2002-01-01,MWAS,S016454941132,,,Kent,2017
279260_351,1,2009-10-01,REFU,B064615743116,,,Kent,2017
116483_351,2,2008-01-01,MWBA,U033201539368,,,Kent,2017
406675_351,2,2004-11-01,WROM,R036346093487,,,Kent,2017
309028_351,1,2005-04-01,MWAS,R033879787281,,,Kent,2017
752213_351,2,2001-06-01,WIRT,K081922273341,,,Kent,2017
219208_351,1,2002-11-01,WIRI,X018974724101,,,Kent,2017
517524_351,2,2003-11-01,WOTH,Z044997715618,,,Kent,2017
973023_351,1,2014-02-01,REFU,B040324063881,,,Kent,2017
215448_351,2,2003-03-01,AIND,F024720925535,,,Kent,2017
821273_351,2,2004-07-01,BOTH,V077220638073,,,Kent,2017
990549_351,2,2006-01-01,WOTH,Q066057120013,,,Kent,2017
253154_351,2,2008-07-01,CHNE,Q070777829111,,,Kent,2017
325037_351,1,2006-07-01,MOTH,Y097779192573,,,Kent,2017
62233_351,2,2014-02-01,AOTH,U065158885961,,,Kent,2017
360160_351,1,2001-10-01,ABAN,R075224392545,,,Kent,2017
658376_351,2,2014-04-01,WIRI,U077032814621,,,Kent,2017
289127_351,2,2002-09-01,MWBA,I097031825860,,,Kent,2017
957193_351,2,2008-09-01,OOTH,X090906619749,,,Kent,2017
206215_351,2,2005-12-01,AIND,C005830966090,,,Kent,2017
634910_351,2,2005-11-01,MWAS,T077290952923,,,Kent,2017
153127_351,2,2003-10-01,MWBC,B070989140522,,,Kent,2017
628631_351,1,2012-11-01,CHNE,G079060003679,,,Kent,2017
907400_351,2,2004-11-01,WBRI,C012141955811,1.0,2017-03-01,Kent,2017
857974_351,2,2012-12-01,BCRB,N009350310386,,,Kent,2017
323053_351,1,2001-09-01,OOTH,Q064138661621,,,Kent,2017
245329_351,1,2004-11-01,CHNE,Q049279612792,,,Kent,2017
337182_351,2,2011-11-01,WROM,A083271712122,,,Kent,2017
272095_351,2,2006-05-01,NOBT,G096465061495,,,Kent,2017
902350_351,1,2007-03-01,MOTH,J011281790591,,,Kent,2017
465932_351,2,2002-01-01,BCRB,F056926151781,,,Kent,2017
663062_351,2,2014-02-01,ABAN,V016388607417,,,Kent,2017
992227_351,1,2009-11-01,MWBC,U016686466573,,,Kent,2017
306099_351,2,2006-08-01,WROM,Y021555514182,,,Kent,2017
730452_351,1,2011-12-01,BOTH,G040067127673,,,Kent,2017
311837_351,1,2004-10-01,ABAN,Q067941504366,,,Kent,2017
580770_351,2,2003-06-01,WIRI,D068281034055,,,Kent,2017
955120_351,2,2008-04-01,APKN,F034381255892,,,Kent,2017
276635_351,2,2002-02-01,NOBT,C044794076881,,,Kent,2017
612198_351,1,2008-02-01,APKN,Z069999599965,,,Kent,2017
231526_351,2,2012-05-01,WIRT,U098320543935,,,Kent,2017
829758_351,1,2013-05-01,ABAN,C008765143533,,,Kent,2017
667272_351,1,2013-05-01,BCRB,V055480676700,,,Kent,2017
522619_351,1,2010-08-01,CHNE,W038914360483,,,Kent,2017
608903_351,1,2011-09-01,WROM,F070622467964,,,Kent,2017
569273_351,2,2009-09-01,WIRT,Z016871828141,,,Kent,2017
302070_351,2,2001-06-01,WOTH,L083106134149,,,Kent,2017
314525_351,1,2003-05-01,AIND,F093825426811,,,Kent,2017
132609_351,1,2010-04-01,WROM,Y072492878296,,,Kent,2017
526276_351,2,2001-08-01,AIND,Q003715219327,,,Kent,2017
678389_351,2,2014-02-01,NOBT,U024402941309,,,Kent,2017
704084_351,2,2008-05-01,CHNE,O081236231324,,,Kent,2017
37319_351,1,2014-04-01,WIRT,F014216257687,,,Kent,2017
714125_351,1,2007-04-01,CHNE,A070083945085,,,Kent,2017
236044_351,2,2012-05-01,WIRT,I042853276939,,,Kent,2017
573351_351,2,2003-07-01,CHNE,N002269765609,,,Kent,2017
489673_351,2,2008-03-01,WOTH,I041312696741,,,Kent,2017
252545_351,1,2013-11-01,BOTH,Y087841445732,,,Kent,2017
508518_351,1,2004-03-01,BCRB,O017274847974,,,Kent,2017
893084_351,1,2005-07-01,AIND,J019211568984,,,Kent,2017
473455_351,2,2002-08-01,WOTH,B077762488389,,,Kent,2017
858634_351,2,2009-07-01,APKN,B061600111351,,,Kent,2017
424680_351,2,2004-08-01,BOTH,V062494068365,,,Kent,2017
787069_351,2,2003-01-01,AOTH,B049909388812,,,Kent,2017
400062_351,1,2012-09-01,MOTH,V060076406364,,,Kent,2017
317817_351,1,2005-10-01,BOTH,A060753579839,,,Kent,2017
795266_351,2,2007-05-01,NOBT,U057059948376,,,Kent,2017
912744_351,1,2001-12-01,REFU,B096613792151,,,Kent,2017
555804_351,2,2004-06-01,APKN,D017010456465,,,Kent,2017
165370_351,2,2004-08-01,BAFR,D099134846479,,,Kent,2017
576586_351,2,2004-02-01,AIND,T036860102517,,,Kent,2017
431779_351,1,2013-10-01,REFU,P023505445517,,,Kent,2017
325546_351,1,2011-09-01,APKN,O085509216796,,,Kent,2017
385989_351,1,2008-02-01,AOTH,C039020624845,,,Kent,2017
885436_351,2,2013-08-01,BCRB,S067042509094,,,Kent,2017
163363_351,1,2006-06-01,REFU,G096237510675,,,Kent,2017
118226_351,1,2002-07-01,REFU,I083783644901,,,Kent,2017
231644_351,1,2014-10-01,BOTH,U004469023070,,,Kent,2017
27016_351,2,2002-05-01,BCRB,M000052527835,,,Kent,2017
682906_351,2,2014-07-01,BCRB,R014687497396,,,Kent,2017
392652_351,2,2009-11-01,WIRI,W051421167036,,,Kent,2017
608509_351,2,2008-06-01,REFU,V055563006441,,,Kent,2017
113868_351,2,2008-12-01,MWBA,C039125942364,,,Kent,2017
603927_351,2,2001-12-01,ABAN,F002869899622,,,Kent,2017
697123_351,1,2007-12-01,REFU,Q068272883991,,,Kent,2017
566158_351,2,2005-02-01,BAFR,G087607177940,,,Kent,2017
828500_351,1,2002-04-01,ABAN,R061806176468,,,Kent,2017
191824_351,2,2003-05-01,ABAN,F063464727708,,,Kent,2017
87584_351,2,2003-10-01,WBRI,B057592473480,,,Kent,2017
93536_351,1,2012-08-01,CHNE,T083808185052,,,Kent,2017
153556_351,2,2008-07-01,AIND,X060319237390,,,Kent,2017
734500_351,1,2012-01-01,WBRI,D059842552713,,,Kent,2017
386221_351,1,2003-01-01,WIRT,V018550514290,,,Kent,2017
270202_351,1,2001-12-01,CHNE,K086460646628,,,Kent,2017
164317_351,1,2010-09-01,OOTH,Q066768006604,,,Kent,2017
327449_351,1,2002-12-01,AIND,L036215902318,,,Kent,2017
222207_351,1,2007-07-01,OOTH,X070494977993,,,Kent,2017
814210_351,1,2003-03-01,MWBC,D036210596693,,,Kent,2017
40398_351,2,2014-04-01,AOTH,F071089340351,,,Kent,2017
963177_351,1,2012-09-01,WIRT,N069447955394,,,Kent,2017
610619_351,1,2013-03-01,ABAN,T038228500240,,,Kent,2017
636731_351,2,2002-11-01,NOBT,S058975390604,,,Kent,2017
654398_351,2,2006-12-01,WBRI,N000525626682,,,Kent,2017
36836_351,2,2002-08-01,MWAS,B055721424320,,,Kent,2017
279143_351,2,2004-04-01,ABAN,P000373306938,,,Kent,2017
733672_351,2,2009-02-01,WBRI,D036534600078,,,Kent,2017
212445_351,2,2009-05-01,MWAS,Q004005938603,,,Kent,2017
233999_351,2,2002-01-01,BCRB,I014954890586,,,Kent,2017
830844_351,2,2007-10-01,AIND,Q028622194273,,,Kent,2017
10938_351,2,2011-02-01,WROM,N001934639178,,,Kent,2017
416358_351,2,2006-07-01,NOBT,V085269973982,,,Kent,2017
985433_351,2,2006-05-01,NOBT,O075160437319,,,Kent,2017
781459_351,1,2001-12-01,AOTH,F042707119791,,,Kent,2017
590649_351,2,2005-05-01,MWBC,H089449508406,,,Kent,2017
582794_351,1,2004-04-01,REFU,N092611664370,,,Kent,2017
520491_351,1,2003-11-01,MOTH,N074754043343,,,Kent,2017
42700_351,2,2002-08-01,BOTH,G010350011962,,,Kent,2017
756688_351,1,2007-09-01,AOTH,V083866803261,,,Kent,2017
756773_351,1,2006-02-01,MWBA,P085866144674,,,Kent,2017
946064_351,2,2012-01-01,NOBT,B008987450873,,,Kent,2017
663722_351,2,2009-11-01,WIRI,U071249570626,,,Kent,2017
89739_351,2,2014-12-01,BOTH,K039783298931,,,Kent,2017
968733_351,2,2007-01-01,BAFR,P022314465988,,,Kent,2017
44709_351,2,2009-03-01,NOBT,M013445748113,,,Kent,2017
455748_351,1,2012-09-01,MWAS,E035065246726,,,Kent,2017
867352_351,2,2001-06-01,CHNE,D097042846807,,,Kent,2017
914255_351,1,2009-01-01,AOTH,E053880837263,,,Kent,2017
340113_351,1,2009-11-01,BAFR,P054639397312,,,Kent,2017
268904_351,2,2005-07-01,MWBA,F016682003648,,,Kent,2017
779126_351,2,2008-10-01,AIND,O047752485858,,,Kent,2017
784340_351,1,2004-02-01,WOTH,K026421632949,,,Kent,2017
104032_351,2,2009-06-01,WIRT,X059219368443,,,Kent,2017
19264_351,2,2014-12-01,MOTH,T033009716385,,,Kent,2017
871063_351,1,2005-08-01,ABAN,S044768987791,,,Kent,2017
898640_351,1,2003-09-01,MWBA,Q017257404766,,,Kent,2017
69269_351,2,2007-10-01,AIND,V082314581433,,,Kent,2017
264360_351,2,2001-07-01,AIND,T095231032691,,,Kent,2017
357915_351,2,2009-01-01,BAFR,T068686634509,,,Kent,2017
91269_351,1,2005-02-01,MWBC,A010184270632,,,Kent,2017
258622_351,1,2002-06-01,BOTH,P077209424088,,,Kent,2017
932569_351,2,2009-07-01,WIRT,Y074598024257,,,Kent,2017
473333_351,1,2002-07-01,BAFR,Q004114005273,,,Kent,2017
805039_351,2,2002-09-01,AOTH,Z010200615623,,,Kent,2017
836264_351,1,2005-10-01,OOTH,R060201625375,,,Kent,2017
530497_351,2,2002-08-01,AIND,T029447613153,,,Kent,2017
867926_351,2,2010-07-01,WIRI,T007768647608,,,Kent,2017
388924_351,2,2010-06-01,CHNE,C026598015488,,,Kent,2017
67553_351,2,2008-04-01,MWBC,B006981058101,,,Kent,2017
842843_351,1,2006-11-01,BCRB,S061779262017,,,Kent,2017
506384_351,1,2007-06-01,AOTH,M053068412999,,,Kent,2017
939575_351,1,2005-10-01,AOTH,R054461093674,,,Kent,2017
554188_351,2,2005-06-01,ABAN,V013250247664,,,Kent,2017
835217_351,2,2007-03-01,AOTH,Q089901789999,,,Kent,2017
821978_351,2,2001-07-01,MWAS,C064123132279,,,Kent,2017
19577_351,1,2003-08-01,OOTH,Y049952620568,,,Kent,2017
340475_351,2,2003-06-01,MWBA,Z047662577886,,,Kent,2017
106089_351,2,2007-03-01,BOTH,M056952433237,,,Kent,2017
914318_351,1,2009-01-01,AOTH,P084505790291,,,Kent,2017
955333_351,2,2014-01-01,OOTH,Q044365034846,,,Kent,2017
20859_351,2,2009-08-01,MWBC,W059885062553,,,Kent,2017
225887_351,1,2007-02-01,BOTH,F084142967756,,,Kent,2017
14890_351,1,2008-12-01,MOTH,H054427196744,,,Kent,2017
671555_351,2,2012-04-01,WBRI,W099960156274,,,Kent,2017
524198_351,1,2012-09-01,CHNE,E057799385196,,,Kent,2017
825338_351,1,2001-07-01,WROM,F078377036758,,,Kent,2017
700324_351,2,2010-03-01,REFU,E024409964769,,,Kent,2017
584166_351,1,2004-11-01,BAFR,D077015110282,,,Kent,2017
832400_351,1,2014-11-01,WROM,O027199183706,,,Kent,2017
520611_351,2,2011-07-01,MWBC,J034616805476,,,Kent,2017
255540_351,1,2003-08-01,WBRI,V012937336256,,,Kent,2017
116204_351,1,2011-01-01,WIRT,N040694672699,,,Kent,2017
496206_351,2,2005-01-01,MWBC,H065457530267,,,Kent,2017
254770_351,1,2011-06-01,AIND,Y028193530824,,,Kent,2017
507869_351,2,2010-11-01,AIND,D028202700867,,,Kent,2017
318621_351,1,2005-10-01,MWAS,A033611448284,,,Kent,2017
200184_351,1,2009-01-01,MOTH,U052522226513,,,Kent,2017
136800_351,2,2005-09-01,ABAN,K096339927539,,,Kent,2017
782888_351,1,2005-06-01,WIRT,Z045781973140,,,Kent,2017
376072_351,1,2003-08-01,AOTH,B061549363788,,,Kent,2017
587681_351,2,2014-02-01,MWAS,T029713310152,,,Kent,2017
122572_351,1,2012-11-01,WIRI,M066525823232,,,Kent,2017
45434_351,2,2013-06-01,WIRT,H076603802005,,,Kent,2017
707614_351,1,2010-09-01,MWBC,G032952392815,,,Kent,2017
619820_351,2,2002-03-01,OOTH,V099477672770,,,Kent,2017
226854_351,2,2007-10-01,BAFR,V081432579849,,,Kent,2017
683742_351,1,2002-07-01,ABAN,N069542476390,,,Kent,2017
154684_351,2,2003-03-01,ABAN,U043412537119,,,Kent,2017
779038_351,2,2008-10-01,MWAS,B086897486822,,,Kent,2017
368470_351,2,2007-04-01,MWBA,J082789598975,,,Kent,2017
798433_351,1,2014-12-01,WIRT,P065444218302,,,Kent,2017
869045_351,1,2010-11-01,WIRT,D075219098623,,,Kent,2017
710173_351,1,2001-10-01,REFU,P070326391581,,,Kent,2017
475269_351,1,2014-05-01,AIND,U050486706028,,,Kent,2017
487154_351,2,2012-10-01,WROM,F066258195403,,,Kent,2017
687880_351,1,2006-01-01,MWBC,K055077063850,,,Kent,2017
58197_351,1,2002-07-01,BAFR,A081993773066,,,Kent,2017
956777_351,2,2004-06-01,APKN,D040124164789,,,Kent,2017
972918_351,2,2014-08-01,BOTH,O072570020337,,,Kent,2017
901336_351,2,2003-04-01,NOBT,W053946735399,,,Kent,2017
588616_351,1,2014-12-01,OOTH,Q023618634930,,,Kent,2017
552346_351,1,2005-08-01,WOTH,T029291992998,,,Kent,2017
318029_351,1,2012-05-01,MOTH,B024248863883,,,Kent,2017
156287_351,1,2004-08-01,MWAS,Q051830505336,,,Kent,2017
159218_351,1,2012-10-01,MOTH,G039870308073,,,Kent,2017
571296_351,1,2012-06-01,WBRI,V036896114654,,,Kent,2017
268536_351,2,2007-12-01,WOTH,I071571989794,,,Kent,2017
326903_351,1,2014-11-01,BCRB,Q097291438167,,,Kent,2017
142442_351,1,2008-12-01,BOTH,F097221214689,,,Kent,2017
839303_351,2,2002-09-01,MWBA,S021909063192,,,Kent,2017
162095_351,2,2006-03-01,BOTH,J010550187399,,,Kent,2017
568605_351,2,2002-06-01,OOTH,Z044170809330,,,Kent,2017
793847_351,1,2007-05-01,WIRT,Y060708905397,,,Kent,2017
84709_351,2,2010-06-01,BAFR,M028541868055,,,Kent,2017
467296_351,2,2008-01-01,MWBC,D028848075406,,,Kent,2017
312471_351,2,2004-10-01,OOTH,U030271404927,,,Kent,2017
936724_351,2,2009-12-01,REFU,L072611356691,,,Kent,2017
518162_351,2,2007-11-01,APKN,P042796538083,,,Kent,2017
313431_351,1,2013-10-01,NOBT,E019702445555,,,Kent,2017
197569_351,2,2002-08-01,OOTH,K061964531051,,,Kent,2017
506640_351,1,2006-02-01,ABAN,L063816767595,,,Kent,2017
235652_351,1,2013-12-01,MWBC,D014326139887,,,Kent,2017
230601_351,1,2008-01-01,AIND,P027404579925,,,Kent,2017
426789_351,1,2011-01-01,AIND,P077149252569,,,Kent,2017
45804_351,2,2010-04-01,AIND,X028683809623,,,Kent,2017
642250_351,1,2005-03-01,WIRT,U038200662480,,,Kent,2017
685422_351,2,2001-11-01,MWBA,X074658176586,,,Kent,2017
328516_351,1,2014-05-01,MWAS,R035669030127,,,Kent,2017
234565_351,1,2003-06-01,WROM,Y040788368717,,,Kent,2017
795840_351,2,2011-05-01,AOTH,N083461441042,,,Kent,2017
461436_351,1,2010-08-01,WROM,M059477616097,,,Kent,2017
830079_351,1,2002-07-01,ABAN,I072317981637,,,Kent,2017
373808_351,1,2004-11-01,WROM,D064525867685,,,Kent,2017
1263_351,2,2009-05-01,ABAN,H052949689785,,,Kent,2017
614637_351,2,2009-06-01,BAFR,K003689566946,,,Kent,2017
398161_351,1,2011-11-01,MWAS,N021512708391,,,Kent,2017
215767_351,1,2003-06-01,APKN,B082317029662,,,Kent,2017
445934_351,1,2001-08-01,APKN,N046625210819,,,Kent,2017
576621_351,2,2009-10-01,CHNE,H006452922437,,,Kent,2017
707444_351,1,2008-07-01,WROM,I076492384417,,,Kent,2017
463532_351,2,2008-10-01,NOBT,K012836993574,,,Kent,2017
913404_351,1,2011-06-01,OOTH,A067566283473,,,Kent,2017
471305_351,2,2001-08-01,WOTH,T086252162273,,,Kent,2017
752634_351,1,2004-05-01,OOTH,E048023128263,,,Kent,2017
467400_351,1,2006-09-01,BOTH,O038942596575,,,Kent,2017
594626_351,2,2009-03-01,BCRB,R068534129054,,,Kent,2017
5471_351,1,2002-06-01,BOTH,Z097216145236,,,Kent,2017
611314_351,1,2006-05-01,BCRB,P009288778724,,,Kent,2017
707216_351,2,2014-08-01,WBRI,T058496648950,,,Kent,2017
361590_351,2,2014-08-01,OOTH,E071212731164,,,Kent,2017
145232_351,2,2011-06-01,CHNE,P028547566705,,,Kent,2017
59827_351,1,2001-05-01,BCRB,U029045767382,,,Kent,2017
464083_351,2,2014-06-01,WROM,X043193010773,,,Kent,2017
954347_351,2,2006-06-01,WIRT,I089009149999,,,Kent,2017
432750_351,1,2012-07-01,WROM,H052775649307,,,Kent,2017
413082_351,2,2005-08-01,WROM,B038612361277,,,Kent,2017
359421_351,1,2002-02-01,BOTH,I059311623592,,,Kent,2017
229958_351,1,2011-01-01,MWAS,G098035212561,,,Kent,2017
452023_351,1,2004-08-01,WBRI,Z049673398603,,,Kent,2017
957912_351,1,2003-01-01,MOTH,Z059310700325,,,Kent,2017
382065_351,1,2001-07-01,ABAN,P011072800870,,,Kent,2017
921706_351,1,2004-06-01,BOTH,Y076204078883,,,Kent,2017
402325_351,1,2012-05-01,AOTH,X051554698384,,,Kent,2017
318712_351,2,2011-10-01,OOTH,I011472241926,,,Kent,2017
334496_351,1,2011-02-01,MWBA,R095653652952,,,Kent,2017
107467_351,1,2003-08-01,AOTH,K084325363535,,,Kent,2017
237277_351,1,2009-07-01,BCRB,I065949567339,,,Kent,2017
588329_351,2,2004-11-01,WOTH,F070523079648,,,Kent,2017
841801_351,2,2005-12-01,CHNE,J074192742089,,,Kent,2017
778901_351,1,2002-04-01,BOTH,U002414916739,,,Kent,2017
664427_351,2,2001-07-01,WIRT,A013598834904,,,Kent,2017
582212_351,1,2013-05-01,MWBA,R094924284171,,,Kent,2017
638199_351,1,2004-11-01,APKN,R044861427438,,,Kent,2017
979665_351,2,2004-01-01,WROM,B082337385451,,,Kent,2017
641782_351,1,2006-05-01,AIND,C045104628053,,,Kent,2017
626759_351,1,2007-05-01,REFU,I001214512563,,,Kent,2017
483202_351,2,2011-04-01,WBRI,C006987065334,,,Kent,2017
432837_351,1,2002-08-01,BOTH,S011643937634,,,Kent,2017
504800_351,2,2014-06-01,BAFR,G059607904790,,,Kent,2017
229779_351,1,2012-11-01,ABAN,C001491609657,,,Kent,2017
602635_351,1,2008-06-01,NOBT,H058181370462,,,Kent,2017
91212_351,2,2009-08-01,WIRI,B014319621602,,,Kent,2017
467284_351,1,2002-06-01,BCRB,G012906534543,,,Kent,2017
91109_351,2,2011-11-01,NOBT,V084595437767,,,Kent,2017
567427_351,2,2006-08-01,BOTH,H096001822958,,,Kent,2017
653081_351,2,2002-12-01,BCRB,Z021041329329,,,Kent,2017
115854_351,2,2001-04-01,WOTH,V012868743712,,,Kent,2017
493980_351,1,2002-01-01,BOTH,Y049918506055,,,Kent,2017
330776_351,1,2014-12-01,WOTH,D047637381377,,,Kent,2017
964045_351,1,2007-09-01,WIRT,B010972311907,,,Kent,2017
567621_351,2,2003-09-01,WROM,A078924382412,,,Kent,2017
239000_351,2,2007-08-01,BCRB,O063071698902,,,Kent,2017
836880_351,2,2001-10-01,WROM,I056079196926,,,Kent,2017
930_351,2,2002-05-01,WIRI,J089335776314,,,Kent,2017
305377_351,2,2005-10-01,WIRT,Y007119420396,,,Kent,2017
79630_351,1,2011-08-01,BOTH,L086165416165,,,Kent,2017
188345_351,1,2003-01-01,APKN,P055198574295,,,Kent,2017
676673_351,2,2009-06-01,BCRB,X025207948747,,,Kent,2017
609051_351,1,2002-08-01,AIND,F087797256059,,,Kent,2017
274473_351,1,2002-04-01,BCRB,U006622842991,,,Kent,2017
83103_351,2,2007-07-01,WOTH,F042986922156,,,Kent,2017
453347_351,2,2003-11-01,WBRI,Z018034700158,,,Kent,2017
720976_351,2,2005-06-01,MOTH,O098678128475,,,Kent,2017
989130_351,1,2002-11-01,NOBT,L093862188244,,,Kent,2017
229723_351,2,2008-09-01,OOTH,U058980673364,,,Kent,2017
363275_351,2,2011-02-01,BOTH,C077664272806,,,Kent,2017
225375_351,1,2007-09-01,WBRI,U012714805970,,,Kent,2017
984298_351,1,2007-07-01,OOTH,R097756392537,,,Kent,2017
324079_351,1,2001-11-01,MWBA,M016450227467,,,Kent,2017
109308_351,1,2011-04-01,BCRB,B037563629037,,,Kent,2017
310964_351,2,2013-12-01,ABAN,N005139619829,,,Kent,2017
255834_351,1,2004-07-01,MWAS,I089131527880,,,Kent,2017
736507_351,2,2005-03-01,APKN,U042905010801,,,Kent,2017
126592_351,1,2011-06-01,BOTH,L069439267825,,,Kent,2017
897223_351,2,2005-04-01,WROM,M089826585873,,,Kent,2017
175364_351,2,2008-04-01,MOTH,H061900035181,,,Kent,2017
749182_351,1,2012-07-01,REFU,E070169166808,,,Kent,2017
533349_351,2,2009-11-01,AIND,A082344071798,,,Kent,2017
655863_351,2,2004-05-01,MWBC,J036432484595,,,Kent,2017
553015_351,1,2010-02-01,AOTH,Y098742237170,,,Kent,2017
628300_351,2,2005-05-01,AIND,S032202218524,,,Kent,2017
549702_351,1,2011-04-01,MWAS,A018950035187,,,Kent,2017
101513_351,1,2006-02-01,MWAS,U002796336884,,,Kent,2017
326057_351,2,2003-06-01,APKN,N091441455541,,,Kent,2017
694325_351,2,2003-01-01,WIRI,J082219476446,,,Kent,2017
416758_351,2,2008-10-01,AOTH,Z064283330550,,,Kent,2017
